어휘,품사,뜻풀이
오목에돌이발,품사 없음,금속제 오목 거울에 많은 평행선을 새긴 회절발. 빛을 스펙트럼에 분산시키는 데 쓰며 프리즘 평면 회절과 함께 분광기에 널리 쓴다. 롤런드가 처음으로 제작하였다.
오목여러모꼴,품사 없음,한 변 또는 여러 변을 연장할 때l 그 연장한 선이 그 도형 안을 통과하는 다각형. 하나 이상의 내각이 180도보다 커야 한다.
오목오각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 오각형.
오목오목,부사,군데군데 동그스름하게 푹 패거나 들어가 있는 모양.
오목오목하다,형용사,군데군데 동그스름하게 푹 패거나 들어가 있는 상태이다.
오목위결절,품사 없음,관절강의 바로 위에 있는 거친 면.
오목위팔인대,품사 없음,어깨 관절 주머니 앞부분의 속 면이 두꺼워져서 형성된 세 개의 띠.
오목육각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 육각형.
오목이,명사,궁중에서l ‘오목다리’를 이르던 말.
오목이음줄미장칼,명사,면보다 오목하게 들어가도록 줄눈을 마감하는 데 쓰는 흙손. 칼날 중심선이 오목하게 패어 있다.
오목자귀,명사,중간 부분에 넓고 깊은 홈이 팬 돌 자귀. 청동기 시대 말기와 철기 시대 초기에 썼다.
오목장,명사,‘대목장’의 북한어.
오목장이 암만 분주해도 제 볼 장만 본다,품사 없음,크게 선 장이 아무리 분주하고 복잡하여도 장에 온 사람들은 다 제가 목적하고 온 볼일을 보며 돌아간다는 뜻으로l 아무리 어수선하고 복잡한 환경 속에서라도 저마다 제 할 일은 틀림없이 찾아서 하는 침착한 행동을 이르는 말.
오목장 총감투 다 꿰져도 사람질하긴 글렀다,품사 없음,크게 선 장에 있는 감투를 다 써서 꿰지도록 오래 살아도 사람 노릇 하기는 글렀다는 뜻으로l 하는 짓이 못되어서 아무리 나이를 많이 먹어도 나잇값을 할 줄 모르는 사람이나 그런 행위를 이르는 말.
오목정다각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 정다각형.
오목조목,부사,고르지 아니하게 군데군데 동그스름하게 패거나 들어간 모양.
오목조목하다,형용사,고르지 아니하게 군데군데 동그스름하게 패거나 들어간 데가 있다.
오목주발,명사,속을 오목하게 만든 놋쇠로 된 밥그릇. 여자나 아이들의 밥그릇으로 많이 쓴다.
오목징후,품사 없음,피부 섬유종에서 병터를 눌렀을 때 움푹 들어가는 증상. 피부 섬유종과 결절 흑색종을 감별할 때 도움이 된다.
오목칠각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 칠각형.
오목카래,명사,다섯목가래질을 하려고 채운 사람 수. ⇒규범 표기는 ‘다섯목한카래’이다.
오목테두리,품사 없음,어깨뼈에서 어깨 관절의 관절면을 이루는 접시 오목의 가장자리에 붙은 섬유 연골 고리. 관절면을 더 깊게 하여 관절의 안정에 관여한다.
오목톱깃이끼,명사,톱이낏과의 하나. 잎은 달걀 모양으로 서로 접하여 있거나 조금 겹치고 구둣주걱 모양이다. 잎의 끝에만 이빨이 있다. 산지(山地)에서 자라는데 우리나라 남부와 북부에 분포한다.
오목투가리,명사,‘뚝배기’의 방언
오목판,명사,인쇄할 문자나 도형 부분이 동철이나 동판의 표면보다 오목하게 들어간 판.
오목판수정,명사,오목판을 만드는 데 쓰는 필름의 잘못된 곳을 원고(原稿)대로 그려 고치는 일.
오목판옵세트인쇄,명사,오목판을 사용하는 오프셋 인쇄. 단단한 물체의 표면에 오목판 인쇄를 할 때 쓴다. ⇒규범 표기는 ‘오목판 오프셋 인쇄’이다.
오목판인쇄,품사 없음,오목판을 사용하는 인쇄.
오목판인쇄기,품사 없음,오목판을 쓰는 인쇄기. 비인쇄(非印刷) 부분에 묻은 잉크를 긁어내는 날이 있다.
오목판채눈판,명사,‘요판스크린’을 다듬은 말.
오목판촬영,명사,오목판을 만드는 데 쓰는 필름을 찍는 일.
오목판화,품사 없음,인쇄하는 부분이 다른 부분보다 오목하게 들어간 판으로 찍어 낸 판화.
오목팔각형,품사 없음,하나 이상의 대각선이 그 도형의 외부에 존재하는 팔각형.
오목평면렌즈,명사,한쪽 면은 오목하고 다른 한쪽 면은 평면인 렌즈.
오목하다,형용사,가운데가 동그스름하게 폭 패거나 들어가 있는 상태이다.
오목한카래,명사,다섯목가래질을 하려고 채운 사람 수. ⇒규범 표기는 ‘다섯목한카래’이다.
오목한표면,명사,손바닥과 발바닥의 움푹 들어가 있는 면.
오목함수,품사 없음,선분의 가운데 점의 값이 양 끝점의 평균값보다 크지 아니한 함수.
오목형공동,품사 없음,공동 안의 일부에 집중 용량이 형성되어 있는 공동.
오목형빔,품사 없음,결정되지 않고 재순환되는 전자 빔. 순환형의 지파 회로를 가진 진행파관 따위에서 사용한다.
오목형회로,품사 없음,끝부분이 오목하게 닫혀 저주파 신호가 재진입하도록 된 회로.
오목회절격자,품사 없음,금속제 오목 거울에 많은 평행선을 새긴 회절발. 빛을 스펙트럼에 분산시키는 데 쓰며 프리즘 평면 회절과 함께 분광기에 널리 쓴다. 롤런드가 처음으로 제작하였다.
오목회절발,품사 없음,금속제 오목 거울에 많은 평행선을 새긴 회절발. 빛을 스펙트럼에 분산시키는 데 쓰며 프리즘 평면 회절과 함께 분광기에 널리 쓴다. 롤런드가 처음으로 제작하였다.
오몬,명사,1987년 테러와 조직범죄에 대응하기 위하여 창설된 러시아 내무부 산하의 정예 부대. 조직범죄와 마약 밀매단을 소탕하는 것이 주요 임무이며l 대형 사건이 발생할 때마다 상위 부대인 알파 부대와 공동 작전을 수행한다. ‘검은 베레’l ‘마피아 킬러’ 따위로도 알려져 있다. ⇒규범 표기는 미확정이다.
오몰거리다,동사,‘오물거리다’의 방언
오몰락,부사,물 따위에 갑자기 잠겨 사라지는 모양
오몰락오몰락,부사,‘오물오물’의 방언
오몰락하다,형용사,‘옴폭하다’의 방언<DR /> 제주 지역에서는 ‘오몰락?다’로도 적는다.
오몰오몰,부사,‘오물오물’의 방언
오몽,명사,낮잠을 자면서 꾸는 꿈.
오몽하다,동사,낮에 일어난 일을 꿈에서 보다.
오묘,명사,다섯 가지 감각 기관의 대상인 색(色)l 성(聲)l 향(香)l 미(味)l 촉(觸)의 다섯 가지가 아름답고 맑고 훌륭함을 이르는 말.
오묘스럽다,형용사,보기에 심오하고 묘한 데가 있다.
오묘스레,부사,보기에 심오하고 묘한 데가 있게.
오묘하다,형용사,심오하고 묘하다.
오무간업,명사,무간지옥에 떨어질 다섯 가지 큰 죄. 곧 오역죄를 이른다.
오무까먹다,동사,‘삐다’의 방언
오무끄다,동사,‘삐다’의 방언
오무냐,명사,‘어머니’의 방언
오무다,동사,‘오므리다’의 방언
오무등,부사,‘몽땅’의 방언
오무라,명사,일본 나가사키현(長崎縣) 중앙부에 있는 도시. 서쪽으로 바다에 접해 있다. 육상ㆍ해상ㆍ항공 교통이 고루 발달한 도시로l 앞바다에 나가사키 공항이 자리하고 있다.
오무라들다,동사,‘오므라들다’의 북한어.
오무라뜨리다,동사,‘오므라뜨리다’의 북한어.
오무라띠리다,동사,‘오므라뜨리다’의 방언
오무라미,명사,이가 다 빠진 입으로 늘 오물거리는 늙은이를 낮잡아 이르는 말. ⇒규범 표기는 ‘오무래미’이다.
오무라시,명사,일본 나가사키현(長崎縣) 중앙부에 있는 도시. 서쪽으로 바다에 접해 있다. 육상ㆍ해상ㆍ항공 교통이 고루 발달한 도시로l 앞바다에 나가사키 공항이 자리하고 있다.
오무라 요시아키,품사 없음,일본의 무장(1569~1616). 임진왜란 때에 고니시 유키나가(小西行長)의 휘하에서 1l000명의 병력을 이끌고 조선을 침공하였다. 도요토미 히데요시(?臣秀吉)가 죽은 뒤에 벌어진 내전에서 도쿠가와 이에야스(?川家康) 편에 가담하였다.
오무라이스,명사,밥을 고기나 야채 따위와 함께 볶고 그 위에 계란을 얇게 부쳐서 씌운 요리. ⇒규범 표기는 ‘오므라이스’이다.
오무라지다,동사,물건의 가장자리 끝이 한곳으로 줄어지어 모이다. ⇒규범 표기는 ‘오므라지다’이다.
오무락,품사 없음,‘오무락거리다’의 어근.
오무락거리다,동사,작은 벌레 따위가 굼뜨게 자꾸 꼬물거리다.
오무락대다,동사,작은 벌레 따위가 굼뜨게 자꾸 꼬물대다.
오무락딸싹,부사,‘옴짝달싹’의 방언
오무락오무락,부사,작은 벌레 따위가 굼뜨게 자꾸 꼬물거리는 모양.
오무락오무락하다,동사,작은 벌레 따위가 굼뜨게 잇따라 꼬물거리다.
오무랑가무랑,부사,‘오락가락’의 방언
오무래미,명사,이가 다 빠진 입으로 늘 오물거리는 늙은이를 낮잡아 이르는 말.
오무러지다,동사,‘오므라지다’의 방언
오무리,명사,‘보조개’의 방언
오무리다,동사,물건의 가장자리 끝을 한곳으로 모으다. ⇒규범 표기는 ‘오므리다’이다.
오무림살,명사,‘조임근’의 북한어.
오무작,품사 없음,‘오무작거리다’의 어근.
오무작거리다,동사,작은 벌레 따위가 매우 좀스럽고 굼뜨게 자꾸 움직이다.
오무작고무작,부사,작은 몸을 굼뜨고 좀스럽게 움직이는 모양.
오무작고무작하다,동사,작은 몸을 굼뜨고 좀스럽게 움직이다.
오무작꼬무작,부사,작은 몸을 몹시 굼뜨고 좀스럽게 움직이는 모양.
오무작꼬무작하다,동사,작은 몸을 몹시 굼뜨고 좀스럽게 움직이다.
오무작대다,동사,작은 벌레 따위가 매우 좀스럽고 굼뜨게 자꾸 움직이다.
오무작오무작,부사,작은 벌레 따위가 매우 좀스럽고 굼뜨게 자꾸 움직이는 모양.
오무작오무작하다,동사,작은 벌레 따위가 매우 좀스럽고 굼뜨게 잇따라 움직이다.
오무재,명사,‘오미자’의 방언
오묵,부사,가운데가 동그스름하게 푹 패거나 들어가 있는 모양.
오묵다리,명사,누비어 지은 어린아이의 버선. 보통 앞에는 꽃을 수놓고l 목에는 대님을 단다. ⇒규범 표기는 ‘오목다리’이다.
오묵오묵,부사,군데군데 동그스름하게 푹 패거나 들어가 있는 모양.
오묵오묵하다,형용사,군데군데 동그스름하게 푹 패거나 들어가 있는 상태이다.
오묵하다,형용사,가운데가 동그스름하게 푹 패거나 들어가 있는 상태이다.
오묵히,부사,더럽고 수치스럽게.
오문,명사,성곽의 남쪽에 있는 문.
오문영,명사,중국 남송 때의 문학가(?~?). 권력자의 문하에 들어가 살았다. 가곡의 작사에 능했고 시를 잘 지었다. 사집(詞集)으로 ≪몽창사(夢窓詞)≫가 있다.
오문하다,동사,잘못 듣다.
오문화파,품사 없음,중국 명나라 때 번성하였던 화파의 하나. 심주(沈周)l 문징명l 당인l 구영이 대표적 작가이다. 오파의 형성에 영향을 미쳤다.
오물,품사 없음,‘오물거리다’의 어근.
오물거리다,동사,작은 벌레나 물고기 따위가 한군데에 많이 모여 굼뜨게 자꾸 움직이다.
오물고리,품사 없음,화약의 잔사나 총강에 묻어 있던 기름l 먼지l 녹 같은 오물이 탄환 표면에 붙어 탄환이 피부를 뚫고 들어갈 때 상처 가장자리에 부착되는 상태.
오물구다,동사,‘오므리다’의 방언
오물꼬물,부사,행동 따위를 분명하게 하지 못하고 좀스럽게 꼬물거리는 모양.
오물꼬물하다,동사,행동 따위를 분명하게 하지 못하고 좀스럽게 꼬물거리다.
오물다,동사,‘오므리다’의 방언
오물단지,명사,쓰레기나 찌꺼기 같은 오물을 담는 단지.
오물대다,동사,작은 벌레나 물고기 따위가 한군데에 많이 모여 굼뜨게 자꾸 움직이다.
오물때기,명사,‘오무래미’의 방언
오물띠리다,동사,‘오므라뜨리다’의 방언
오물락,부사,물 따위에 갑자기 잠겨 사라지는 모양
오물락오물락,부사,물속에서 팔다리를 놀리며 떴다 잠겼다를 되풀이하는 모양
오물락하다,동사,갑자기 물 따위에 잠겨 사라지다<DR /> 제주 지역에서는 ‘오물락?다’로도 적는다.
오물리다,동사,‘오므리다’의 방언
오물분쇄기,품사 없음,쓰레기나 배설물 따위를 부스러뜨리는 기계.
오물세,명사,쓰레기나 분뇨 따위를 치워 가는 데 대한 수수료. 주로 시나 군에서 징수한다.
오물소각로,품사 없음,쓰레기나 폐기물 따위의 오물을 소각하는 화로.
오물수거,품사 없음,쓰레기나 배설물 따위를 거두어 감.
오물수거비,품사 없음,쓰레기나 배설물 따위를 거두어 가는 데 드는 비용.
