어휘,품사,뜻풀이
뜨룸박,명사,‘두레박’의 방언
뜨르르,부사,큰 물건이 단단한 바닥 위를 구르는 소리. 또는 그 모양. ‘드르르’보다 센 느낌을 준다.
뜨르르뜨르르,부사,큰 물건이 단단한 바닥 위를 자꾸 구르는 소리. 또는 그 모양.
뜨르르뜨르르하다,동사,큰 물건이 단단한 바닥 위를 자꾸 구르는 소리가 나다.
뜨르르하다,동사,큰 물건이 단단한 바닥 위를 구르는 소리가 나다. ‘드르르하다’보다 센 느낌을 준다.
뜨르륵,부사,큰 물건이 구르다가 뚝 멎는 소리. ‘드르륵’보다 센 느낌을 준다.
뜨르륵거리다,동사,큰 물건이 여럿이 다 또는 하나가 여러 번 구르다가 멎는 소리가 나다. ‘드르륵거리다’보다 센 느낌을 준다.
뜨르륵대다,동사,큰 물건이 여럿이 다 또는 하나가 여러 번 구르다가 멎는 소리가 나다. ‘드르륵대다’보다 센 느낌을 준다.
뜨르륵뜨르륵,부사,큰 물건이 하나 또는 여럿이 여러 번 구르다가 멎는 소리. ‘드르륵드르륵’보다 센 느낌을 준다.
뜨르륵뜨르륵하다,동사,큰 물건이 하나 또는 여럿이 여러 번 구르다가 멎는 소리가 나다. ‘드르륵드르륵하다’보다 센 느낌을 준다.
뜨르륵하다,동사,큰 물건이 구르다가 뚝 멎는 소리가 나다. ‘드르륵하다’보다 센 느낌을 준다.
뜨르릉,부사,철문 따위가 요란하게 열리거나 닫히는 소리.
뜨르릉거리다,동사,철문 따위가 요란하게 열리거나 닫히는 소리가 자꾸 나다.
뜨르릉대다,동사,철문 따위가 요란하게 열리거나 닫히는 소리가 자꾸 나다.
뜨르릉뜨르릉,부사,철문 따위가 자꾸 요란하게 열리거나 닫히는 소리.
뜨르릉뜨르릉하다,동사,철문 따위가 자꾸 요란하게 열리거나 닫히는 소리가 나다.
뜨르릉하다,동사,철문 따위가 요란하게 열리거나 닫히는 소리가 나다.
뜨르박,명사,‘두레박’의 방언
뜨를,명사,‘뜰’의 방언
뜨리,명사,‘수두’의 북한어.
뜨리다,접사,‘강조’의 뜻을 더하는 접미사.
뜨리박,명사,‘두레박’의 방언
뜨막,품사 없음,‘뜨막하다’의 어근.
뜨막하다,형용사,사람들의 왕래나 소식 따위가 자주 있지 않다.
뜨막허다,형용사,‘뜨악하다’의 방언
뜨매다,동사,‘꿰매다’의 방언
뜨명,명사,‘뜸’의 방언
뜨문뜨문,부사,시간적으로 잦지 않고 드문 모양. ‘드문드문’보다 센 느낌을 준다.
뜨문뜨문하다,형용사,시간적으로 잦지 않고 드물다. ‘드문드문하다’보다 센 느낌을 준다.
뜨문하다,형용사,‘겅성드뭇하다’의 방언
뜨물,명사,곡식을 씻어 내 부옇게 된 물.
뜨물개,명사,‘강아지’의 방언
뜨물국,명사,곡식을 씻어 내 부옇게 된 물.
뜨물 먹고 주정한다,품사 없음,공연히 취한 체하며 주정함을 이르는 말.
뜨물 먹은 당나귀 청,품사 없음,컬컬하게 쉰 목소리로 소리 지르는 것을 비유적으로 이르는 말. <동의 속담> ‘모주 먹은 돼지 껄때청’
뜨물색,명사,뜨물의 빛깔과 같은 부옇게 흐린 흰색.
뜨물숭영,명사,‘숭늉’의 방언
뜨물에도 아이가 든다,품사 없음,일이 여러 날 지연되기는 해도 반드시 이루어짐을 비유적으로 이르는 말.
뜨물에 빠진 바퀴 눈 같다,품사 없음,정신이 밝지 못하여 눈알이 흐리멍덩함을 비유적으로 이르는 말.
뜨물통,명사,뜨물을 받는 통. 또는 뜨물을 받아 놓은 통.
뜨믄뜨믄,부사,시간적으로 잦지 않고 드문 모양. ⇒규범 표기는 ‘뜨문뜨문’이다.
뜨믈,명사,‘뜨물’의 방언
뜨미,명사,‘진딧물’의 방언
뜨박하다,형용사,‘뜨악하다’의 방언
뜨방허다,형용사,‘뜸하다’의 방언
뜨벙,명사,‘뚜껑’의 방언
뜨베,명사,‘뚜껑’의 방언
뜨베이,명사,‘뚜껑’의 방언
뜨벵,명사,‘뚜껑’의 방언
뜨벵이,명사,‘뚜껑’의 방언
뜨부,명사,‘두부’의 방언
뜨부럭,부사,큰 눈을 천천히 굴리는 모양.
뜨부럭거리다,동사,큰 눈을 천천히 잇따라 굴리다.
뜨부럭대다,동사,큰 눈을 천천히 잇따라 굴리다.
뜨부럭뜨부럭,부사,큰 눈을 천천히 자꾸 굴리는 모양.
뜨부럭뜨부럭하다,동사,큰 눈을 천천히 자꾸 굴리다.
뜨부럭하다,동사,큰 눈을 천천히 굴리다.
뜨북새,명사,‘뜸부기’의 방언
뜨붕,명사,‘뚜껑’의 방언
뜨붕이,명사,‘뚜껑’의 방언
뜨비다,동사,‘뜨다’의 방언
뜨비이,명사,‘뚜껑’의 방언
뜨사다,동사,‘데우다’의 방언
뜨세다,형용사,힘이나 기세가 몹시 강하고 사납다. ⇒규범 표기는 ‘드세다’이다.
뜨수다,동사,‘데우다’의 방언
뜨스,품사 없음,‘뜨스하다’의 어근.
뜨스쿠다,동사,‘데우다’의 방언
뜨스하다,형용사,조금 뜨습다. ‘드스하다’보다 센 느낌을 준다.
뜨습다,형용사,알맞게 뜨뜻하다. ‘드습다’보다 센 느낌을 준다.
뜨시다,형용사,‘따뜻하다’의 방언
뜨시쿠다,동사,‘데우다’의 방언
뜨시하다,형용사,‘뜨습다’의 방언
뜨신물,명사,‘숭늉’의 방언
뜨신밥,명사,‘더운밥’의 방언
뜨실구다,동사,‘데우다’의 방언
뜨아하다,형용사,마음이 선뜻 내키지 않아 꺼림칙하고 싫다. ⇒규범 표기는 ‘뜨악하다’이다.
뜨악,품사 없음,‘뜨악하다’의 어근.
뜨악하다,형용사,마음이 선뜻 내키지 않아 꺼림칙하고 싫다.
뜨음,품사 없음,‘뜨음하다’의 어근.
뜨음하다,형용사,‘뜸하다’의 본말.
뜨이다,동사,어떤 곳에 담겨 있는 물건이 퍼내지거나 덜어 내어지다. ‘뜨다’의 피동사.
뜨임,명사,담금질한 강철을 알맞은 온도로 다시 가열하였다가 공기 중에서 식혀 조직을 무르게 하여 내부 응력을 없앰. 또는 그런 조작. 담금질한 강철이 사용 중에 변형되거나 갈라지는 것을 막기 위하여 한다.
뜨임경화,품사 없음,금속 재료를 열로 처리하는 방법의 하나. 금속을 담금질한 온도보다 낮은 온도로 재가열하는 것으로l 물질 표면의 경도는 줄어들지만 전체적인 강도는 증가한다.
뜨임경화법,품사 없음,금속 재료를 열로 처리하는 방법의 하나. 금속을 담금질한 온도보다 낮은 온도로 재가열하는 것으로l 물질 표면의 경도는 줄어들지만 전체적인 강도는 증가한다.
뜨임법,명사,금속 재료를 열로 처리하는 방법의 하나. 금속을 담금질한 온도보다 낮은 온도로 재가열하는 것으로l 물질 표면의 경도는 줄어들지만 전체적인 강도는 증가한다.
뜨임새,명사,뜨인 모양새.
뜨임색,명사,강철을 담금질 온도보다 낮은 온도로 가열하여 식힐 때 그 온도에 따라 나타나는 빛깔.
뜨임하다,동사,담금질한 강철을 알맞은 온도로 다시 가열하였다가 공기 중에서 식혀 조직을 무르게 하여 내부 응력을 없애다. 담금질한 강철이 사용 중에 변형되거나 갈라지는 것을 막기 위하여 한다.
뜨자구,명사,‘트집’의 방언
뜨자구뜯다,동사,‘트집하다’의 방언
뜨적뜨적,부사,말이나 행동이 매우 느린 모양.
뜨적뜨적하다,형용사,말이나 행동이 매우 느리다.
뜨즉뜨즉,부사,‘띄엄띄엄’의 방언
뜨즉하다,형용사,‘뜨악하다’의 방언
뜨지근하다,형용사,좀 뜨스한 느낌이 있다.
뜨직뜨직,부사,말이나 행동이 매우 느리고 더딘 모양.
뜨직뜨직하다,형용사,말이나 행동이 매우 느리고 더디다.
뜨직이,부사,마음이 선뜻 내키지 않아 꺼림칙하고 싫을 정도로.
뜨직하다,형용사,마음이 선뜻 내키지 않아 꺼림칙하고 싫다. ⇒규범 표기는 ‘뜨악하다’이다.
뜨쩌꿍뜨쩌꿍,부사,자꾸 손톱이나 칼끝 따위로 뜯거나 진집을 내는 모양. ⇒규범 표기는 ‘뜯적뜯적’이다.
뜨쩍거리다,동사,손톱이나 칼끝 따위로 자꾸 뜯거나 진집을 내다. ⇒규범 표기는 ‘뜯적거리다’이다.
뜨쩍이다,동사,손톱이나 칼끝 따위로 뜯거나 진집을 내다. ⇒규범 표기는 ‘뜯적이다’이다.
뜨쿠다,동사,‘띄우다’의 방언
뜩,명사,‘둑’의 방언
뜩다,형용사,‘뜨겁다’의 방언
뜩뜩,부사,‘득득’의 방언
뜩랑,명사,‘뜰’의 방언
뜩별나다,형용사,‘특별나다’의 방언
뜩팡,명사,‘뜰’의 방언
뜩하니,부사,‘떡하니’의 방언
뜬갈비뼈,명사,복장뼈에 이르지 못하고 몸 벽 속에 묻혀 있는 갈비.
뜬걸그물,명사,물 위에 붙박이로 떠 있도록 친 걸그물.
뜬걸로,부사,‘뜬금없이’의 방언
뜬것,명사,우연히 관계를 맺게 된 사물.
뜬것없이,부사,‘뜬금없이’의 방언
뜬계집,명사,어쩌다 우연하게 관계를 맺게 된 여자.
뜬골로,부사,‘뜬금없이’의 방언
뜬공,명사,야구에서l 타자가 공을 하늘 높이 쳐 올린 상태. 또는 그 공.
뜬광대,명사,재인청에 소속되지 아니한 유랑 광대.
뜬구룸,명사,‘뜬구름’의 방언
뜬구름,명사,하늘에 떠다니는 구름.
뜬구름(을) 잡다,품사 없음,막연하거나 허황된 것을 좇다. <동의 관용구> ‘구름(을) 잡다’
뜬구조,명사,지반이 약한 땅에 건물을 세울 때l 건물이 내려앉는 것을 막기 위한 기초 형식.
뜬귀신,명사,떠돌아다니는 못된 귀신.
뜬그물,명사,늘 물 위에 떠 있게 설치하는 그물
뜬금,명사,일정하지 않고 시세에 따라 달라지는 값.
뜬금엄시,부사,‘뜬금없이’의 방언
뜬금없다,형용사,갑작스럽고도 엉뚱하다.
뜬금없이,부사,갑작스럽고도 엉뚱하게.
뜬금엇다,형용사,‘뜬금없다’의 방언
뜬금엇이,부사,‘뜬금없이’의 방언
뜬금읎다,형용사,‘뜬금없다’의 방언
뜬금읏다,형용사,‘뜬금없다’의 방언
뜬금읏이,부사,‘뜬금없이’의 방언
뜬금포,명사,야구l 농구 따위에서 기대하지 않은 상황이나 선수로부터 갑작스럽고도 엉뚱하게 얻는 점수.
뜬금허니,부사,‘뜬금없이’의 방언
뜬기초,명사,건물의 기초 슬래브를 깊게 하여 건물의 지하 부분에 상당한 배토 중량을 건물의 중량보다 크게 함으로써 건물의 침하를 억제하는 방법.
뜬김,명사,서려 오르는 뜨거운 김.
뜬내,명사,오래된 낟알이나 물기 있는 물건이 썩거나 삭으면서 나는 냄새.
뜬누이,명사,‘뜬소경’의 방언
뜬눈,명사,밤에 잠을 이루지 못한 눈.
뜬느낌,품사 없음,장기 따위의 인체 내부에서 떠다니는 물체를 시험하거나 감지하는 데에 사용하는 촉진 기법.
뜬늑골,품사 없음,복장뼈에 붙어 있지 않은l 11번과 12번의 양측 갈비뼈.
뜬다리,명사,‘부교’의 북한어.
뜬당김그물,명사,물 위를 쓸어 오도록 만든 당김그물.
뜬데없다,형용사,‘난데없다’의 방언
뜬데없이,부사,‘난데없이’의 방언
뜬도배,명사,벽지나 장판 따위를 바를 때l 가장자리에만 풀칠을 하고 가운데는 뜨게 하여 바름.
뜬도크,명사,물 위에 뜰 수 있게 만든 독. 물 위에 뜨게 하였다가 가라앉힐 수 있게 만들었으며l 배의 건조와 수리에 사용한다. ⇒규범 표기는 ‘뜬독’이다.
뜬돈,명사,어쩌다가 우연히 생긴 돈.
뜬돌,품사 없음,비탈면 위에 있는l 낙하할 우려가 크고 불안정한 돌이나 바위. 비탈면 보호 공사를 시행할 때에는 시공 전에 미리 제거해야 한다.
뜬뜬,품사 없음,‘뜬뜬하다’의 어근.
뜬뜬쟁이,명사,몸이 약하여 늘 골골거리며 앓는 사람을 놀림조로 이르는 말. ⇒규범 표기는 ‘고림보’이다.
뜬뜬하다,형용사,어떤 것에 대한 믿음으로 마음이 허전하거나 두렵지 않고 굳세다. ‘든든하다’보다 센 느낌을 준다.
뜬뜬해지기,명사,‘경결’의 북한어.
뜬뜬히,부사,어떤 것에 대한 믿음으로 마음이 허전하거나 두렵지 않고 굳세게. ‘든든히’보다 센 느낌을 준다.
뜬마음,명사,헛되거나 들뜬 마음.
뜬말,명사,이 사람 저 사람 입에 오르내리며 근거 없이 떠도는 소문. ⇒규범 표기는 ‘뜬소문’이다.
뜬말뚝기초,품사 없음,약한 지반에서 양질의 지반층까지 단단히 박히지 않은 말뚝으로 지지되는 기초.
뜬머슴,명사,머슴살이 집을 남의 집 여기듯 하는 머슴.
뜬모,품사 없음,논에 이앙한 모 가운데에서 뿌리가 땅에 내리지 못하여 떠다니는 모.
뜬모래,명사,‘부유 유사’의 북한어.
뜬묵,명사,‘토방’의 방언
뜬물,명사,‘뜨물’의 방언
뜬물문,명사,부력을 이용하여 열게 되어 있는 문의 하나.
뜬물지,명사,‘진딧물’의 방언
뜬물통,명사,‘개수통’의 방언
뜬발,명사,더디게 옮기는 발걸음.
뜬밧,명사,흙이 질지 않아서 물기 보존이 잘 안되는 밭
뜬밧갈쉐,명사,주로 밭을 가는 데에 부리는l 동작이 아주 느린 소
뜬방파제,명사,‘부방파제’의 북한어.
뜬벌이,명사,고정된 일자리가 아닌 어쩌다 생긴 일자리에서 닥치는 대로 일을 하고 돈 따위를 버는 일.
뜬벌이하다,동사,고정된 일자리가 아닌 어쩌다 생긴 일자리에서 닥치는 대로 일을 하고 돈 따위를 벌다.
뜬봉사,명사,‘당달봉사’의 방언
뜬부두,명사,철근 콘크리트나 철로 만들어 부양식(浮揚式)으로 설비한 부두. 조수 간만의 차가 큰 곳이나 수심이 얕은 강이나 하천에 있는 항구나 포구에 많이 설치한다.
뜬불,명사,겻불이나 톱밥 불처럼 너무 세지 않으면서 오래가는 불.
뜬뽈,명사,축구에서l 목표를 겨냥해서 차지 않고 함부로 닥치는 대로 차는 공. ⇒규범 표기는 ‘뜬볼’이다.
뜬뽕,명사,뽕잎을 그릇 안에 너무 다져 넣거나 차곡차곡 쌓아 넣어 안에서 생긴 열에 의하여 변질된 뽕. 누에가 먹으면 소화 장애가 생겨 고름병 따위에 걸린다.
뜬살이그물,명사,물에 떠서 사는 미생물을 뜨는 데 쓰는 그물.
뜬색시,명사,바람난 계집.
뜬생각,명사,헛되거나 들뜬 생각.
뜬세게,명사,‘뜬소경’의 방언
뜬세상,명사,덧없는 세상.
뜬소경,명사,눈을 뜨고는 있으나 실제로는 보지 못하는 사람.
뜬소리,명사,‘뜬소문’의 방언
뜬소문,명사,이 사람 저 사람 입에 오르내리며 근거 없이 떠도는 소문.
뜬 소 울 넘는다,품사 없음,동작이 매우 느린 소가 울타리를 넘는다는 뜻으로l 평소에 동작이 느린 사람이 뜻밖에 장한 일을 이룸을 이르는 말.
뜬쇠,명사,탄소 함유량 0.01% 이하의 무른 철. 무르고 전성(展性)과 연성(延性)이 크며l 자기(磁氣)를 띠기도 쉬우나 잃기도 쉽다. 전자기 재료로 쓴다.
뜬숯,명사,장작을 때고 난 뒤에 꺼서 만든 숯. 또는 피었던 참숯을 다시 꺼 놓은 숯.
뜬숯불,명사,뜬숯으로 피우는 불.
뜬쉐,명사,동작이 아주 느린 소
뜬쉐게,명사,‘뜬소경’의 방언
뜬스파이크,품사 없음,지탱력을 잃고 솟아오른 선로 고정용 징.
뜬쒜,명사,아주 물러서 좀처럼 부러지지 않는 쇠
