어휘,품사,뜻풀이
부대 마크,품사 없음,군부대를 상징하여 나타내기 위해 군복이나 모자 따위에 붙이는 표.
부대면적,품사 없음,어떤 건물에 딸려서 보조적인 구실을 하는 공간의 면적.
부대문서,품사 없음,외국환 은행이 환 거래 계약을 할 때 서로 교환하는 문서. 서명감l 전신 암호문l 수수료율표 따위가 있다.
부대물,명사,기본에 곁따라서 덧붙이는 물건.
부대바꿈,명사,이미 일군 화전(火田)에서 농사를 짓다가 새 화전으로 바꾸어 옮김.
부대바꿈하다,동사,이미 일군 화전(火田)에서 농사를 짓다가 새 화전으로 바꾸어 옮기다.
부대방호,품사 없음,모든 장소와 상황하에서 부대원l 민간 고용인l 가족l 시설 및 장비들을 방호하기 위해서 계획된 경계. 대테러 작전l 물리적 경계l 작전 보안 및 인원 방호를 계획적으로 통합 적용함으로써 달성된다.
부대밭,명사,주로 산간 지대에서 풀과 나무를 불살라 버리고 그 자리를 파 일구어 농사를 짓는 밭.
부대범,명사,기소된 범죄에 덧붙은 범죄.
부대변인,명사,대변인 다음가는 직위. 또는 그 직위에 있는 사람.
부대별,명사,부대에 따라서 가른 구별.
부대보충,품사 없음,편제상의 공석을 보충하기 위하여 예속되었거나 배속된 부대 가운데 대량 피해로 무력화된 부대를 동등한 편성 장비표를 가진 부대로 보충하는 것. 즉 어느 부대 전체를 대치시키는 보충 방법이다.
부대부인,명사,대원군의 아내에게 주던 작호.
부대분배,품사 없음,상위 또는 지원 부대에서 하위 또는 피지원 부대에 추진 보급을 하는 일. 피지원 부대가 기본 임무 수행에 전념이 가능한 분배 방법이다.
부대분석,품사 없음,작업 분석을 수행할 때 먼저 작업의 내용을 파악한 후 작업에 관련된 조건들을 분석하는 일. 재료 분석l 기계 설비 분석l 치공구 분석l 가공 조건 분석l 작업장 배치 분석 등이 포함된다.
부대불소,명사,크지도 작지도 아니하고 알맞음.
부대불소하다,형용사,크지도 작지도 아니하고 알맞다.
부대비,명사,기본 비용에 덧붙여 드는 비용.
부대사건,명사,어떤 사건에 덧붙어서 발생하는 사건.
부대사소,품사 없음,형사 소송이 제기되어 있는 피고인에 대하여 피해자가 손해 배상을 청구하는 일.
부대사업,명사,주가 되는 사업에 덧붙여서 하는 사업.
부대상고,품사 없음,민사 소송법에서l 피고인이 제일심이나 제이심의 판결 가운데 자기에게 불리한 부분의 변경을 요구하는 신청. 방식이나 요건l 절차에 대해서는 부대 항소의 규정이 준용된다.
부대상소,품사 없음,민사 소송법에서l 피상소인이 상소인의 상소에 덧붙여서 원심 재판을 자기에게도 유리하게 변경시킬 것을 신청하는 상소. 상소의 종류에 따라 부대 상고l 부대 항소l 부대 항고 따위가 있다.
부대생산,명사,공장l 기업체 따위의 기본 생산 과정에서 나오는 잔여물을 이용하여 일정한 제품을 생산하는 일.
부대서비스비,품사 없음,웹사이트 접속과 연동하여 부대적으로 제공되는 서비스를 이용하는 데 대한 비용.
부대설비,명사,건축물 따위에서 전기l 통신l 난방 장치와 같이 보조적으로 딸리는 설비.
부대설비공사,품사 없음,건축물을 지을 때l 그 건축물에 부속되는 배수 설비l 난방 설비l 공기 조화 설비l 전기 설비l 가스 설비l 소화 설비l 주방 설비 등을 설치하는 공사.
부대세,명사,가산세를 통틀어 이르는 말. 납부 불이행 가산세l 보고 불이행 가산세l 신고 불이행 가산세가 있다.
부대수리부속품,품사 없음,부대에서 자체적으로 사용하기 위하여 그 부대에 인가된 수리 부속품.
부대수수료,품사 없음,국제 자본 시장에서 자금을 차입할 경우l 차입자가 자금을 상환할 때까지 지급하는 금리 이외에 해당 자금 차입의 교섭부터 완결까지 참여한 인수단l 간사 은행 따위에 지급하는 모든 수수료.
부대시,명사,시기를 가리지 않고 사형을 집행하던 일. 봄과 여름철에는 사형을 집행하지 않고 가을철 추분까지 기다리는 것이 원칙이나l 십악대죄와 같은 중죄를 범한 죄인은 이에 구애받지 않고 사형을 집행하였다.
부대시설,명사,기본이 되는 건축물 따위에 덧붙어 있는 시설.
부대시수,명사,조선 시대에l 사형 판결이 내리면 집행의 때를 가리지 않고 곧 형이 집행되던 죄수.
부대시참,명사,시기를 가리지 않고 사형을 집행하던 일. 봄과 여름철에는 사형을 집행하지 않고 가을철 추분까지 기다리는 것이 원칙이나l 십악대죄와 같은 중죄를 범한 죄인은 이에 구애받지 않고 사형을 집행하였다.
부대시하다,동사,시기를 가리지 않고 사형을 집행하다. 봄과 여름철에는 사형을 집행하지 않고 가을철 추분까지 기다리는 것이 원칙이나 십악대죄와 같은 중죄를 범한 죄인은 이에 구애받지 않고 사형을 집행하였다.
부대시험,품사 없음,작전l 편성 개념l 교리l 전술 및 기술 평가를 위하여 또는 자료에 대한 더 좋은 첩보를 얻기 위하여 야외에서 실시하는 시험.
부대식별부호,품사 없음,여섯 자리의 로마자와 숫자로 구성된 부대 고유의 식별 부호. 예를 들어 ‘A00234’와 같이 사용하는데l 이때 첫 글자 에이(A)는 ‘Army’의 첫 글자로 육군을 뜻한다.
부대실용운용시험,품사 없음,각종 작전 환경 및 이와 동등한 조건하에서 시제품의 군 요구 적합성 여부를 평가하는 시험.
부대심청한,명사,상대하여 대꾸하지 않으면 마음이 맑고 한가로워진다는 뜻으로l 매사에 일일이 대응하지 말 것을 이르는 말. ≪명심보감≫에 나오는 말이다.
부대쌈,명사,‘보쌈’의 방언
부대앝,명사,‘부대밭’의 방언
부대언,명사,고려 시대에l 밀직사에 속한 정삼품 벼슬. 충선왕 2년(1310)에 부승지를 고친 것이다.
부대 업무,품사 없음,기본 업무에 덧붙여서 해야 하는 업무.
부대여정,품사 없음,항공 여정을 제외한l 승객의 여행과 관련된 여러 가지의 기타 예약.
부대역계수,품사 없음,주어진 부대역 내의 변환 계수.
부대역부호화,품사 없음,주파수 영역 부호화 방식의 하나. 부호화하려는 신호를 몇 개의 대역으로 분할하여 각 대역의 출력을 개별적으로 부호화하는 방식이다. 각 대역에 사람의 시각 또는 청각 특성을 고려하여 점진적으로 비트를 할당함으로써l 시간 영역 부호화 방식에 비하여 계산량은 많지만 압축 효율이 크게 향상된다. 음성l 오디오l 영상 신호의 부호화에 널리 사용된다.
부대역부호화방식,품사 없음,주파수 영역 부호화 방식의 하나. 부호화하려는 신호를 몇 개의 대역으로 분할하여 각 대역의 출력을 개별적으로 부호화하는 방식이다. 각 대역에 사람의 시각 또는 청각 특성을 고려하여 점진적으로 비트를 할당함으로써l 시간 영역 부호화 방식에 비하여 계산량은 많지만 압축 효율이 크게 향상된다. 음성l 오디오l 영상 신호의 부호화에 널리 사용된다.
부대역부호화적응차분펄스부호변조,품사 없음,펄스 부호 변조에 따른 디지털 신호의 비트 수를 줄이기 위한 음성 신호 부호화 방식.
부대역신호,품사 없음,주어진 신호에 여러 개의 대역을 통과하는 필터 처리와 추림 과정을 적용하여 얻은l 각각 다른 대역의 스펙트럼을 가지는 신호들. 분할된 신호들은 각각 독립적으로 또는 결합하여 부호화된다.
부대역표본,품사 없음,부대역 부호화 방식에서 부대역 필터 뱅크를 통과한 신호를 추림하여 얻은 표본. 오디오에 적용할 경우l 오디오 부호기 내의 부대역 필터 뱅크는 입력 오디오열을 <FL>필터링</FL>하고 부표본화한다.
부대역필터뱅크,품사 없음,부대역 부호화 방식에서 사용하는 필터의 집합. 오디오에 적용할 경우l 오디오 대역 전체를 포함하는 대역 통과 필터의 집합이다.
부대연산,품사 없음,직접 기여하지 않고 프로그램을 주기억 장치 내로 배정하며l 그 처리 시작 주소에서 연속 명령을 실행하는 컴퓨터 프로그램의 실행 편의를 도모하는 연산. 예를 들면 기억 장소의 초기 설정l 호출열의 실행 따위이다.
부대예규,품사 없음,어떤 상황이 발생하였을 때 부대원이 수행하여야 할 행동 절차를 정하여 놓은 규정. 다른 명령이 없는 한 여기에 따라 행동하여야 한다.
부대예비품,품사 없음,적절한 보급품의 지속성을 계속 유지할 목적으로 즉시 필요한 소요량을 초과하여 저장하고 있는 보급품.
부대오름,명사,제주특별자치도 제주시 조천읍에 있는 기생 화산. 높이는 468.8미터.
부대 요소,품사 없음,기본이 되는 요소에 곁달아 덧붙는 요소.
부대우,명사,정성을 들이지 않고 아무렇게나 하는 대접.
부대우하다,동사,정성을 들이지 않고 아무렇게나 대접을 하다.
부대원,명사,부대의 대원.
부대음악,품사 없음,연극 따위에 수반하여 효과를 높이기 위하여 곁들이는 음악. 보통 기악이지만 성악이 부수될 때도 있으며l 비제의 모음곡 <아를의 여인>l 베토벤의 <에그몬트> 따위가 있다.
부대 의견,품사 없음,주된 의견에 덧붙이는 의견.
부대의결,품사 없음,의원이 표결에 조건을 붙여서 찬성이나 반대를 표시하는 일. 표결의 기본 원칙은 이를 금지하고 있다. 그럼에도 이 같은 결의를 하는 경우에는 법률적 효과는 없고 정치적 의미만 있다.
부대이동,품사 없음,부여된 임무를 수행하기 위하여 전투력을 유지한 상태로 부대를 요구하는 시간과 장소에 위치시키는 것. 전술적 부대 이동과 행정적 부대 이동으로 분류되며l 형태에 따라 육상 이동l 해상 이동l 공중 이동으로 구분한다.
부대이동추적체계,품사 없음,이동 부대에 대한 관리를 자동화하고 전산화하여 실시간으로 관리 및 통제함으로써l 작전 운용 능력을 높여 군 전투력을 향상시키고 국방 물류비를 절감할 수 있는 정보 체계.
부대입찰제,품사 없음,정부나 공공 기관이 발주하는 각종 건설 공사에 응찰할 때l 중소 하청업체에 줄 하청부 내용을 함께 기재하도록 하는 제도.
부대장,명사,한 부대를 지휘ㆍ통제하는 최고 지휘관.
부대장비,품사 없음,부대의 공통 임무 수행에 쓰는 장비.
부대장치,품사 없음,신재생 에너지 기술 개발 사업 관리 지침에서 정한 것으로l 신재생 에너지 이용 설비의 성능을 측정하기 위하여 실증 연구 단지의 옥내외에 설치한 연구 기자재와 연구 시설.
부대적국세채권,품사 없음,국세를 납부하거나 징수해야 할 의무가 있는 자가 신고l 납부 따위를 태만히 하거나 고의l 과실로 납부하지 않거나 과세의 대상을 은폐ㆍ탈루ㆍ위장함으로써 세법의 적법한 시행에 장애를 초래하는 경우에 대하여l 사전 방지 및 사후 규제의 조치로 부담을 부과하는 데 사용하는 채권.
부대적손실의보상,품사 없음,공익사업의 시행을 위해 목적물의 취득에 따라 피수용자에게 발생하는 손실에 대한 보상. 실비 변상적 보상과 일실 손실 보상이 있다.
부대접,명사,정성을 들이지 않고 아무렇게나 하는 대접.
부대접하다,동사,정성을 들이지 않고 아무렇게나 대접을 하다.
부대정비,품사 없음,부대에서 전문가의 도움 없이 자체적으로 행하는l 장비에 대한 간단한 정비.
