어휘,품사,뜻풀이
희망하다,동사,어떤 일을 이루거나 하기를 바라다.
희멀건허다,형용사,‘희멀겋다’의 방언
희멀겋다,형용사,희고 멀겋다.
희멀끔,품사 없음,‘희멀끔하다’의 어근.
희멀끔하다,형용사,살빛이 희고 멀끔하다.
희멀끔히,부사,살빛이 희고 멀끔하게.
희멀떡허다,형용사,‘희멀겋다’의 방언
희멀쑥,품사 없음,‘희멀쑥하다’의 어근.
희멀쑥이,부사,살빛이 희고 멀쑥하게.
희멀쑥하다,형용사,살빛이 희고 멀쑥하다.
희명,명사,신라 경덕왕 때의 향가 작가(?~?). 아들이 5세 때에 눈이 멀어 아이를 안고 분황사(芬皇寺) 벽에 그려진 천수관음 앞에서 <천수대비가>를 지어 부르며 기도하였더니 눈을 뜨게 되었다는 기록이 ≪삼국유사≫에 전한다.
희모,명사,덕이 있는 사람을 사모하여 자기도 그렇게 되기를 바람.
희모하다,동사,덕이 있는 사람을 사모하여 자기도 그렇게 되기를 바라다.
희무량심,명사,사무량심(四無量心)의 하나. 다른 이의 즐거움과 행복을 함께 기뻐하는 무량한 마음을 이른다.
희무로,명사,검정과 초록의 중간색.
희무리,명사,‘백설기’의 방언
희무스름,부사,흰빛이 약간 돌면서 어렴풋한 모양.
희무스름하다,형용사,흰빛이 약간 돌면서 어렴풋하다.
희무스름히,부사,흰빛이 약간 돌면서 어렴풋한 상태로.
희묵,명사,자신의 그림이나 글씨를 겸손하게 이르는 말.
희문,명사,조선 세종 때의 <보태평지악> 열한 곡 가운데 첫째 곡. 세조 때에는 구 수를 줄여 종묘 제례악으로 썼다.
희물그레하다,형용사,얼굴이 희고 보기에 여무지지 못하다. ⇒규범 표기는 ‘희묽다’이다.
희묽다,형용사,얼굴이 희고 보기에 여무지지 못하다.
희미,품사 없음,‘희미하다’의 어근.
희미롭다,형용사,‘희미하다’의 방언
희미하다,형용사,분명하지 못하고 어렴풋하다.
희밋이,부사,드문드문 좀 허옇고 어렴풋하게.
희밋하다,형용사,드문드문 좀 허옇고 어렴풋하다.
희바래지다,동사,희게 바래어지다.
희박,품사 없음,‘희박하다’의 어근.
희박기체,명사,대기 압력 이하의 압력을 가진 기체.
희박뇨,명사,비중이 낮은 상태의 침전물이 적어 색이 엷은 소변. 이는 신장의 요 농축 기능이 떨어질 때 배출되는 소변이다.
희박뇨증,명사,비중이 높은 소변을 형성하지 못하는 상태. 신장의 요 농축 기능이 떨어져 비중이 낮은 상태로 소변을 배출하는 경우이다.
희박소멸,품사 없음,엔진에 유입되는 공기에 비해 연료의 양이 희박하여 가스 터빈 엔진의 불꽃이 꺼지는 일.
희박엑스,명사,꿀과 같은 정도로 걸쭉한 진액.
희박연소방식,품사 없음,가솔린 기관에서 희박한 농도의 혼합 가스를 연소시켜 기관을 작동하는 방식. 보통의 혼합 가스는 가솔린과 공기의 비율이 약 1 대 15 정도인데l 희박 혼합 가스는 이보다 공기의 비율이 더 높다.
희박연소엔진,품사 없음,연소 효율의 향상으로 엔진 성능의 손실 없이 배출 가스를 줄이고 연비를 개선한 엔진. 흡기 다기관에 스로틀 밸브를 설치하여 와류를 발생시키고l 분사된 연료가 와류에 의해 연소실에서 성층화되도록 하여 점화 시 점화 플러그 주위 공연비가 13:1~14:1 정도로 짙게 형성되도록 한다. 초기 불꽃은 강하게 일어나고 연소는 급속도로 이루어져 전체적으로 희박하게 연소되는 엔진이다.
희박요구산소계통,품사 없음,항공기가 저고도로 비행할 때 조종실에 있는 산소 마스크에 공급하는 산소를 희박하게 혼합하는 산소 계통. 항공기의 고도가 상승하면 산소와 섞이는 공기의 양이 자동으로 감소하며l 34l000피트 상공에서는 공기가 완전히 차단되어 산소 마스크에 100%의 산소가 공급되도록 한다.
희박요구조정기,품사 없음,항공기 조정실의 압력 변화에도 불구하고 공기와 산소를 섞어 일정한 압력을 공급하여 주는l 승무원 산소 계통의 장치.
희박용액,명사,용질의 농도가 낮은 용액. 용질 분자 사이의 상호 작용이 적어 이상 용액에 가까운 성질을 보인다.
희박하다,형용사,기체나 액체 따위의 밀도나 농도가 짙지 못하고 낮거나 엷다.
희박혼합기연소엔진,품사 없음,일반 엔진보다 공기가 더 주입되게 하여 효율을 높인 엔진. 추력이 크게 필요하지 않을 때 사용하며l 이산화 탄소 배출량을 줄일 수 있다.
희박화,명사,밀도와 중량은 감소되나 부피는 변하지 않는l 즉 저농도로 변화하는 과정.
희발과다월경증,품사 없음,월경의 양이 많고l 월경이 35일에서 6개월에 한 번 정도로 정상보다 드물게 일어나는 증상.
희발과소월경증,품사 없음,월경의 양이 적고l 월경이 35일에서 6개월에 한 번 정도로 정상보다 드물게 일어나는 증상.
희발월경,품사 없음,월경 사이의 기간이 길어져 드물게 일어나는 월경. 주기가 35일부터 6개월 이내인 월경을 이른다.
희방계곡,품사 없음,경상북도 영주시 풍기읍에 있는 계곡. 소백산 연화봉에서 발원한 계곡물이 맑고 깨끗하며l 계곡 상류에는 희방사(喜方寺)와 희방 폭포가 있어 관광객이 많이 찾는다.
희방사,명사,경상북도 영주시 풍기읍 수철리에 있는 절. 고운사의 말사(末寺)로l 신라 선덕 여왕 12년(643)에 두운(杜雲)이 지었다고 한다.
희방폭포,품사 없음,경상북도 영주시 풍기읍에 있는 폭포. 소백산 국립 공원 내에 위치해 있으며l 기암괴석과 어우러진 경관이 빼어나게 아름답다. 인근에 희방사가 있다.
희버하다,형용사,‘희번하다’의 방언
희번,품사 없음,‘희번하다’의 어근.
희번덕,품사 없음,‘희번덕거리다’의 어근.
희번덕거리다,동사,눈을 크게 뜨고 흰자위를 자꾸 번득이며 움직이다. 또는 그렇게 되게 하다.
희번덕대다,동사,눈을 크게 뜨고 흰자위를 자꾸 번득이며 움직이다. 또는 그렇게 되게 하다.
희번덕이다,동사,눈을 크게 뜨고 흰자위를 번득이며 움직이다. 또는 그렇게 되게 하다.
희번덕하다,동사,눈을 크게 뜨고 흰자위를 한 번 번득 움직이다.
희번덕희번덕,부사,눈을 크게 뜨고 흰자위를 잇따라 번득이며 움직이는 모양.
희번덕희번덕하다,동사,눈을 크게 뜨고 흰자위를 잇따라 번득이며 움직이다.
희번드르르,품사 없음,‘희번드르르하다’의 어근.
희번드르르하다,형용사,겉모양이 희멀쑥하고 번드르르하다.
희번득,부사,눈을 크게 뜨고 흰자위를 한 번 번득 움직이는 모양.
희번득거리다,동사,‘희번덕거리다’의 북한어.
희번득대다,동사,‘희번덕대다’의 북한어.
희번득이다,동사,‘희번덕이다’의 옛말.
희번득하다,동사,눈을 크게 뜨고 흰자위를 한 번 번득 움직이다.
희번득희번득,부사,‘희번덕희번덕’의 북한어.
희번득희번득하다,동사,‘희번덕희번덕하다’의 북한어.
희번들,품사 없음,‘희번들하다’의 어근.
희번들거리다,동사,눈을 크게 뜨고 흰자위를 경망스럽게 번들거리며 자꾸 굴리다.
희번들대다,동사,눈을 크게 뜨고 흰자위를 경망스럽게 번들거리며 자꾸 굴리다.
희번들하다,형용사,‘희번드르르하다’의 준말.
희번들희번들,부사,눈을 크게 뜨고 흰자위를 경망스럽게 번들거리며 잇따라 굴리는 모양.
희번들희번들하다,동사,눈을 크게 뜨고 흰자위를 경망스럽게 번들거리며 잇따라 굴리다.
희번주그레,품사 없음,‘희번주그레하다’의 어근.
희번주그레하다,형용사,겉모양이 희멀쑥하고 번듯하다.
희번지르르,품사 없음,‘희번지르르하다’의 어근.
희번지르르하다,형용사,겉모양이 희멀쑥하고 번지르르하다.
희번쩍,부사,흰자위가 아주 많이 보일 정도로 눈알을 재빨리 굴리는 모양.
희번쩍거리다,동사,다른 빛깔 속에서 흰 빛깔이 군데군데 나타났다가 사라지다.
희번쩍대다,동사,다른 빛깔 속에서 흰 빛깔이 군데군데 나타났다가 사라지다.
희번쩍하다,동사,흰자위가 아주 많이 보일 정도로 눈알을 재빨리 굴리다.
희번쩍희번쩍,부사,흰자위가 아주 많이 보일 정도로 눈알을 자꾸 재빨리 굴리는 모양.
희번쩍희번쩍하다,동사,흰자위가 아주 많이 보일 정도로 눈알을 자꾸 재빨리 굴리다.
희번하다,형용사,동이 트며 허연 빛살이 약간 비쳐서 조금 훤하다.
희벗이,부사,어떤 사물의 모습이나 불빛 따위가 선명하지 아니하고 흐릿하게.
희벗하다,형용사,‘희끄무레하다’의 북한어.
희변하다,형용사,‘희번하다’의 방언
희보,명사,기쁜 기별이나 소식.
희본,명사,보기 드문 귀한 책.
희부덱덱허다,형용사,‘희부옇다’의 방언
희부옇다,형용사,희끄무레하게 부옇다.
희부예지다,동사,희부옇게 되다.
희불그레,품사 없음,‘희불그레하다’의 어근.
희불그레하다,형용사,흰빛을 띠며 불그스름하다.
희불그무레,부사,흰빛을 띠며 엷게 불그스름한 모양.
희불그무레하다,형용사,흰빛을 띠며 엷게 불그스름하다.
희불그스레,부사,흰빛을 띠며 불그스레한 모양.
희불그스레하다,형용사,흰빛을 띠며 불그스레하다.
희불그스름,부사,흰빛을 띠며 불그스름한 모양.
희불그스름하다,형용사,흰빛을 띠며 불그스름하다.
희불그스름히,부사,흰빛을 띠며 불그스름한 상태로.
희불긋,부사,흰빛을 띠며 불긋한 모양.
희불긋하다,형용사,흰빛을 띠며 불긋하다.
희불기우리,부사,조금 희고 불그스름한 모양.
희불기우리하다,형용사,조금 희고 불그스름하다.
희불깃,부사,조금 희면서 연하게 붉은 모양.
희불깃이,부사,조금 희면서 연하게 붉은 상태로.
희불깃하다,형용사,조금 희면서 연하게 붉다.
희불자승,명사,어찌할 바를 모를 만큼 매우 기쁨.
희불자승하다,형용사,어찌할 바를 모를 만큼 매우 기쁘다.
희붉다,형용사,흰빛이 돌면서 붉다.
희붐,품사 없음,‘희붐하다’의 어근.
희붐하다,형용사,날이 새려고 빛이 희미하게 돌아 약간 밝은 듯하다.
희붐히,부사,날이 새려고 빛이 희미하게 돌아 약간 밝은 듯하게.
희붓하다,형용사,‘희번하다’의 방언
희비,명사,기쁨과 슬픔을 아울러 이르는 말.
희비극,명사,희극과 비극을 아울러 이르는 말.
희비극적인,관·명,연극 분야에서l 극에서 벌어지는 어떠한 사건이나 상황이 비극미를 일으키는 동시에 희극미를 주는. 또는 그러한 현상.
희비쌍곡선,명사,기쁨과 슬픔이 동시에 생기어 각각 발전하는 것.
희비애락,명사,기쁨과 슬픔과 애처로움과 즐거움을 아울러 이르는 말.
희비애환,명사,기쁨과 슬픔과 애처로움과 즐거움을 아울러 이르는 말.
희빈장씨,품사 없음,조선 숙종의 빈(?~1701). 경종의 어머니이다. 숙원(淑媛)으로 있다가 자신이 낳은 왕자가 원자(元子)로 책봉되자 희빈으로 올랐다. 기사환국이 일어나자 정비(正妃)가 되었으나l 갑술옥사 후 무고(巫蠱)의 옥(獄)에 연루되어 죽었다.
희뿌연하다,형용사,‘희뿌옇다’의 방언
희뿌옇다,형용사,희끄무레하게 뿌옇다.
희사,명사,기쁜 일.
희사금,명사,어떤 목적을 위하여 기꺼이 내놓은 돈.
희사봉,명사,함경남도 북청군과 풍산군 사이에 있는 산. 2l000미터 안팎의 고봉이 몇 개 이어져 있다. 이 중 최고봉의 높이는 2l117미터이다.
희사하다,동사,어떤 목적을 위하여 기꺼이 돈이나 물건을 내놓다.
희사함,명사,희사금을 받는 함.
희산,명사,조금씩 흩어짐.
희산금속,품사 없음,주기율표 제5족에 속하는 금속 가운데 바나듐l 나이오븀l 탄탈럼을 통틀어 이르는 말. 흔히 오가(五價)로서 작용하고 녹는점이 높으며l 그 산화물은 환원하기 어렵다.
희산류,명사,‘묽은산’의 북한어.
희살,명사,장난을 하다가 잘못하여 죽임.
희살하다,동사,장난을 하다가 잘못하여 죽이다.
희상,명사,‘희생’의 방언
희상봉,명사,함경남도 갑산군에 있는 산. 높이는 1l585미터.
희색,명사,기뻐하는 얼굴빛.
희색만면,명사,기쁜 빛이 얼굴에 가득함.
희색만면하다,형용사,기쁜 빛이 얼굴에 가득하다.
희색봉,명사,함경남도 갑산군 회린면과 산남면 사이에 있는 산. 높이는 1l702미터.
희생,명사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버림. 또는 그것을 빼앗김.
희생공헌자,품사 없음,‘국가 보훈 기본법’에서 정한l 국가를 위해 특별히 희생하였거나 공헌한 사람. 일제로부터 조국의 자주 독립을 지킨 사람 등이 해당된다.
희생구,명사,희생타로 친 공.
희생되다,동사,누군가를 위하거나 어떤 목적 때문에 목숨l 재산l 명예l 이익 따위가 바쳐지거나 버려지다. 또는 그것이 빼앗기게 되다.
희생론,명사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버려야 한다는 주장.
희생률,명사,인플레이션 1%를 줄이기 위하여 감수해야 할 국내 총생산의 감소분.
희생물,명사,희생이 된 물건이나 사람.
희생배트,품사 없음,야구에서l 타자 자신은 아웃되지만 자기편의 주자가 진루하거나 득점할 수 있게 치는 타격. 번트나 외야 플라이 따위가 있다.
희생번트,품사 없음,야구에서l 타자가 주자를 진루시키기 위하여 자기는 아웃되면서 행하는 번트.
희생보상청구권,품사 없음,기존의 손해 배상이나 손실 보상이 구제할 수 없는 권리 구제의 사각지대에 대한 국민의 권익 구제를 위해 소송을 제기할 수 있는 권리.
희생보상청구제도,품사 없음,기존의 손해 배상이나 손실 보상이 구제할 수 없는 권리 구제의 사각지대에 대한 국민의 권익 구제를 위해 등장한 제도.
희생보호,품사 없음,전해질 주위 금속의 부식을l 전기 화학적으로 더욱 활성적인 다른 금속과의 조합으로 줄이거나 방지하는 것.
희생비율,품사 없음,인플레이션 1%를 줄이기 위하여 감수해야 할 국내 총생산의 감소분.
희생성,명사,어떤 일을 이루기 위하여 자신을 희생하는 성질.
희생성받개,품사 없음,광유도 전자 전이에서 전자를 받아들이는 분자단. 전자를 받아들이고 나면 이후에 산화(酸化)시켜도 원래의 물질로 돌아가지 못한다.
희생성수용체,품사 없음,광유도 전자 전이에서 전자를 받아들이는 분자단. 전자를 받아들이고 나면 이후에 산화(酸化)시켜도 원래의 물질로 돌아가지 못한다.
희생성주개,품사 없음,광유도 전자 전이에서 전자를 제공하는 분자단. 전자를 제공하고 나면 이후에 산화(酸化)시켜도 원래의 물질로 돌아가지 못한다.
희생시약,품사 없음,석탄과 같은 연료가 연소될 때 공기 중으로 날아가는 입자들과 잘 반응하는 물질. 또는 그러한 물질들의 혼합물.
희생심,명사,자신을 희생하는 마음.
희생양,명사,희생이 되어 제물로 바쳐지는 양.
희생양극,품사 없음,음극 방식의 하나. 방식하고자 하는 금속보다 활성인 금속에 전기적으로 접촉하여 인위적으로 갈바니 전자를 형성시킨다.
희생자,명사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버린 사람. 또는 그렇게 된 사람.
희생적,관·명,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버리는. 또는 그런 것.
희생정신,명사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버리는 정신.
희생타,명사,야구에서l 타자 자신은 아웃되지만 자기편의 주자가 진루하거나 득점할 수 있게 치는 타격. 번트나 외야 플라이 따위가 있다.
희생트랜잭션,품사 없음,교착 상태를 해결하기 위하여l 시작 전의 상태로 복귀하도록 지정되는 트랜잭션.
희생파,명사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버리는 사람. 또는 그런 사람들의 집단.
희생플라이,품사 없음,야구에서l 노아웃이나 원아웃 상태에서 타자가 외야의 파울 라인 안쪽이나 바깥쪽으로 뜬공을 쳐 올려 자신은 아웃되지만l 주자는 득점하도록 하는 일. 또는 그 공.
희생플레이,품사 없음,야구에서l 타자가 주자를 진루시키거나 홈으로 불러들이려고 의도적으로 아웃되면서 행하는 타격.
희생하다,동사,다른 사람이나 어떤 목적을 위하여 자신의 목숨l 재산l 명예l 이익 따위를 바치거나 버리다. 또는 그것을 빼앗기다.
희서,명사,보기 드문 귀한 책.
희석,명사,용액에 물이나 다른 용매를 더하여 농도를 묽게 함.
희석가스,품사 없음,밀도가 충분히 작은 기체. 이상 기체와의 편차가 작으며 분자의 평균 자유 행로가 매우 크다.
희석검정법,품사 없음,항생 물질의 효력을 검정하는 방법. 항생 물질을 단계적으로 희석한 약제에서 일정 시간 시험균을 배양하여 그 생육을 저지하는 최저 농도를 밝혀낸다.
희석기,명사,액상 물질을 용매와 혼합하여 원래보다 농도를 낮추는 장비.
희석기체,품사 없음,밀도가 충분히 작은 기체. 이상 기체와의 편차가 작으며 분자의 평균 자유 행로가 매우 크다.
희석기체흐름,품사 없음,밀도가 충분히 작은 기체의 흐름. 유체 역학에서는 기체를 분자가 아닌 연속 유체로 보고 운동을 설명하는데l 기체가 희박할 경우에는 기체의 분자 운동을 고려해서 연구한다. 주로 진공 장치 속 기체의 운동이나 탄환l 로켓l 인공위성 따위의 고층 대기 속 운동과 관련이 있다.
희석냉동기,품사 없음,헬륨의 희석을 이용하여 약 1/500℃까지 물질의 온도를 낮출 수 있는 냉동 장치. 헬륨 4에 헬륨 3을 희석할 때 일어나는 열 흡수 현상을 응용하여 온도를 낮춘다.
희석도,명사,용액이 희석된 정도. 농도의 역수인 ‘mol/l’로 나타낸다.
희석되다,동사,용액에 물이나 다른 용매가 더해져서 농도가 묽게 되다.
희석된기체,품사 없음,밀도가 충분히 작은 기체. 이상 기체와의 편차가 작으며 분자의 평균 자유 행로가 매우 크다.
희석된기체흐름,품사 없음,밀도가 충분히 작은 기체의 흐름. 유체 역학에서는 기체를 분자가 아닌 연속 유체로 보고 운동을 설명하는데l 기체가 희박할 경우에는 기체의 분자 운동을 고려해서 연구한다. 주로 진공 장치 속 기체의 운동이나 탄환l 로켓l 인공위성 따위의 고층 대기 속 운동과 관련이 있다.
희석률,명사,용액이 묽어질수록 그 전해질의 이온화도는 더욱 커진다는 법칙. 약전해질에만 적용된다.
희석방류법,품사 없음,폐수를 최종적으로 정화하는 방법. 깨끗한 물과 희석하여l 배출수에 포함된 물질의 농도를 허용 한도 이하로 낮추어 하천으로 흘려 보낸다.
희석배수,품사 없음,농약과 같은 살포 약제의 농도를 묽게 만들 때 약제량에 넣는 희석물량의 배율.
희석배양법,품사 없음,세균이 들어 있는 부유액을 한 방울에 한 개의 세포가 들어갈 정도로 희석하여 배양하는 방법.
희석배율,품사 없음,농약과 같은 살포 약제의 농도를 묽게 만들 때 약제량에 넣는 희석물량의 배율.
희석법,명사,항생 물질의 최소 억제 농도를 결정하기 위하여 순차적으로 농도를 낮추어서 시험하는 방법.
희석법칙,명사,‘희석률’의 북한어.
희석비율,품사 없음,용액에 약제량이 묽게 희석되어 있는 비율.
희석산증,품사 없음,다량의 생리 식염수를 동물의 정맥에 주사할 때 체액이 희석되면서 나타나는 산증.
희석상,명사,방사선 비투과성 구조의 엑스선 사진 상의 음영과 같이l 광선 또는 다른 방사선의 차폐(遮蔽)에 의해 만들어진 상(像).
희석안정성,품사 없음,도료 성질 분류 형식의 하나. 도료를 대량의 규정된 희석제로 묽게 했을 때 색의 변화l 안료의 분리 따위에 대한 안정적인 성질이다.
희석액,명사,어떤 물질의 농도를 낮게 만들기 위해 사용하는 액체.
희석액침지법,품사 없음,삽수의 하단 약 1~2cm를 호르몬 희석액에 약 24시간가량 침지하였다가 꽂는 방법.
희석열,명사,어떤 농도의 용액에 새로이 용매를 가하여 묽게 할 때에 발생하는 열량.
희석이뇨,품사 없음,다량의 물을 섭취하였을 때 염분은 낮아지고 저장성은 높아지면서 저장뇨가 증가하는 상태. 염류 함량이 높은 염류 이뇨와 구별된다.
희석장치,품사 없음,입자의 밀도나 농도를 낮추기 위하여 희석된 공기나 액체를 주입하여 혼합하는 장치.
희석저나트륨혈증,품사 없음,혈액 속에 나트륨이 결핍된 상태.
희석정액,품사 없음,수컷의 생식 기관에서 채취한 정액에 수정 가능한 적정 수준의 희석액을 첨가한 것. 정액량의 증가l 정액 보존에 불리한 물질의 제거l 정자의 생존 증진을 위하여 만든다.
희석제,명사,부피를 늘리거나 농도를 묽게 하기 위하여l 물질이나 용액에 첨가하는 비활성 물질.
희석주당이익,품사 없음,기업의 경영 성과에 대해서 희석 효과가 있는 잠재적인 보통주의 영향을 모두 고려하여 계산한 주당 이익.
희석증권,품사 없음,증권 소유자의 권리 행사나 전환 사채 따위로 인해 추가로 발행되는 보통주로서 주당 순이익이 줄어들게 하는 증권.
희석하다,동사,용액에 물이나 다른 용매를 더하여 농도를 묽게 하다.
희석하수,품사 없음,빗물의 양이 처리해야 할 하수 유입량의 두세 배로 증가할 경우l 처리 과정을 거치지 않고 그대로 배출하는 물.
희석화,명사,어떤 문제에 다른 문제가 더하여져 쟁점이 흐려짐. 또는 그렇게 만듦.
희석화되다,동사,어떤 문제에 다른 문제가 더하여져 쟁점이 흐려지다.
희석화방지규정,품사 없음,‘전환권’의 가치를 떨어뜨리는 주식의 배당l 분할 및 신주 발행이 이루어질 경우에 전환 조건을 조정하도록 요구할 수 있음을 명시한 규정.
희석화방지조항,품사 없음,전환권의 가치를 떨어뜨리는 주식의 배당l 분할 및 신주 발행이 이루어질 경우에 전환 조건을 조정하도록 요구할 수 있음을 명시한 계약 조항.
희석화하다,동사,어떤 문제에 다른 문제가 더하여져 쟁점이 흐려지다. 또는 그렇게 만들다.
희석효과,품사 없음,정량 분석에서l 적정액을 넣었을 때 체적 증가로 인하여 나타나는 농도 감소 효과.
희선,명사,국화과의 한해살이풀. 높이는 60cm 정도이며 잎은 마주나고 긴 달걀 모양이다. 8~9월에 노란색 꽃이 산방(?房) 화서로 피고 열매는 수과(瘦果)를 맺는다. 풀 전체에 끈적끈적한 선모가 있어 옷에 잘 달라붙고 열매는 약용한다. 길가나 들에서 자라는데 한국l 일본l 대만l 중국 등지에 분포한다.
희설,명사,진도 씻김굿의 한 절차. 무당 혼자서 징을 치며 저승의 육갑(六甲)을 풀어 준다.
희설하다,동사,여자를 데리고 희롱하며 놀다.
희성,명사,매우 드문 성(姓). 우리나라에서는 정(程)l 석(昔)l 태(太) 등의 성이 있다.
희세,명사,세상에 드묾.
희세지재,명사,세상에 보기 드문 재주.
희소,명사,기뻐서 웃음.
희소가격,명사,귀중한 미술품이나 골동품과 같이 그 공급 수량이 자연적으로 제한되거나 고정되었기 때문에 완전 경쟁이 이루어지지 못하여 형성되는 가격.
희소가치,명사,드물기 때문에 인정되는 가치.
희소금속,품사 없음,유용한 금속이기는 하나 산출이 적은 금속을 통틀어 이르는 말. 이는 지구상에 천연 부존량(賦存量)이 적거나l 널리 분포하고 있으나 경제적으로 채굴 가능한 광상이 적다든가l 순수한 금속으로서 추출하기가 곤란하여 얻기가 어려운 금속을 이른다.
희소돌기아교모세포종,품사 없음,희소 돌기 아교 세포에서 유래하여 다소 천천히 자라는 신경 아교종. 대뇌 반구l 시상 또는 가쪽 뇌실에서 발생하는 경향을 보인다.
희소돌기아교세포,품사 없음,뇌와 척수에서 지지 구조를 이루는 세포 중 하나. 이 세포에서 일어난 판 모양의 돌기가 뇌와 척수 속에서 신경 섬유의 말이집을 이룬다.
희소돌기아교세포종,품사 없음,‘희소 돌기 아교 세포’에서 기원하는l 비교적 드물고 천천히 자라는 아교종. 성인의 대뇌에서 가장 많이 발생한다.
희소물자,품사 없음,절대량이 부족한 물자. 다이아몬드 따위가 있다.
희소물질,품사 없음,매우 드물고 적게 발견되는 공간의 일부를 차지하는 질량을 갖는 물질.
희소배열,품사 없음,원소들의 값이 대부분 영(0)인 배열.
희소병,명사,매우 드물어서 치료법이 개발되지 못한 병.
희소사상,품사 없음,발생할 확률이 거의 없는 사건에 대한 사상.
희소색인,품사 없음,인덱스 필드의 특정값들에 대한 인덱스 세그먼트의 발생을 억제하는 방법. 인덱스로서 필요 없는 값들이라고 가정하며l 억제된 값들을 사용하여 세그먼트를 찾으려고 하면 ‘발견 못함’이라는 조건을 발생시킨다.
희소성,명사,인간의 물질적 욕구에 비하여 그 충족 수단이 질적ㆍ양적으로 제한되어 있거나 부족한 상태.
희소성법칙,품사 없음,사회 구성원들의 욕망은 무한한 데 비하여 그 욕망을 채워 줄 수 있는 자원이나 수단은 제한적이거나 부족하다는 법칙.
희소성의법칙,품사 없음,사회 구성원들의 욕망은 무한한 데 비하여 그 욕망을 채워 줄 수 있는 자원이나 수단은 제한적이거나 부족하다는 법칙.
희소성의조건,품사 없음,어떤 재화나 서비스가 희소성을 띠기 위하여 갖추어야 할 조건. 사람들에게 가치가 있거나 유용해야 하며l 사람들이 원하는 것에 비하여 그 수가 적어야 한다.
희소식,명사,기쁜 소식.
희소원소,품사 없음,산출량이 비교적 적은 원소를 통틀어 이르는 말. 희유기체l 희토류 원소l 백금속 원소l 우라늄 따위가 있다.
희소인덱스,품사 없음,인덱스 필드의 특정값들에 대한 인덱스 세그먼트의 발생을 억제하는 방법. 인덱스로서 필요 없는 값들이라고 가정하며l 억제된 값들을 사용하여 세그먼트를 찾으려고 하면 ‘발견 못함’이라는 조건을 발생시킨다.
희소자원,품사 없음,요구되는 양은 많으나 사용할 수 있는 양이 한정된 자원.
희소재,명사,매우 드물고 적은 재료.
희소종,명사,야생 상태에서 살아 있는 개체 수가 특히 적은 생물종.
희소지대,품사 없음,토지의 공급이 제한되어 있기 때문에 땅 임자에게 지급해야 하는 지대.
희소통화,품사 없음,국제 통화 기금이 보유하고 있는 각 가맹국의 통화 가운데 현재 보유액이 부족한 통화. 국제 통화 기금의 가맹국들은 국제 통화 기금에서 여러 편의를 제공받거나 인출권을 행사할 수 있는데l 금융 신청이나 인출이 특정 통화에 집중될 경우에 보유하고 있는 통화가 부족해질 수 있다.
희소파일,품사 없음,파일에 할당된 블록이 비어 있을 때 파일 시스템 공간을 효과적으로 사용하는 컴퓨터 파일.
희소하다,동사,기뻐서 웃다.
희소행렬,품사 없음,행렬을 구성하는 원소들의 대부분이 0 이라는 값을 가지고 있는 2차원 행렬. 행렬의 전체 크기에 비하여 실제 유용한 정보들은 일부만 존재하기 때문에 별도의 작업 처리를 사용하여 보다 효율적으로 적은 기억 장소에 표현하는 방법들이 사용되고 있다.
희송이,명사,아가리쿠스버섯의 생약명. 식용하거나 암 치료에 쓰인다.
희수,명사,나이 일흔일곱 살을 달리 이르는 말.
희스무레,부사,색깔이 조금 옅게 드문드문 허연 모양.
희스무레하다,형용사,색깔이 조금 옅게 드문드문 허옇다.
희슥,부사,색깔이 조금 허연 모양.
희슥이,부사,색깔이 조금 허연 상태로.
희슥하다,형용사,색깔이 조금 허옇다.
희슥희슥,부사,색깔이 드문드문 조금 허옇거나 이따금 드러난 허연색이 있는 모양.
희슥희슥이,부사,색깔이 드문드문 조금 허옇거나 이따금 드러난 허연색이 있는 상태로.
희슥희슥하다,형용사,색깔이 드문드문 조금 허옇거나 이따금 드러난 허연색이 있다.
희승,명사,줄광대나 줄꾼이 줄 위를 걸어다니면서 여러 가지 재주를 보이는 놀이. 광대줄과 어름이 있다. 국가 무형 문화재 정식 명칭은 ‘줄타기’이다.
희쓱,부사,두드러지게 허연 모양.
희쓱이,부사,두드러지게 허연 상태로.
희쓱하다,형용사,두드러지게 허옇다.
희쓱희쓱,부사,드문드문 매우 허연 모양.
희쓱희쓱이,부사,드문드문 매우 허연 상태로.
희쓱희쓱하다,형용사,드문드문 매우 허옇다.
희아리,명사,약간 상한 채로 말라서 희끗희끗하게 얼룩이 진 고추.
희안지곡,명사,고려 시대에l 태묘ㆍ원구ㆍ선농 제향 때 음복례(飮福禮)에 연주하던 곡.
희약,명사,기뻐하며 뜀.
희약하다,동사,기뻐하며 뛰다.
희얀하다,형용사,‘희한하다’의 방언
희얏하다,형용사,‘희한하다’의 방언
