어휘,품사,뜻풀이
희양산문,명사,선종 구산문의 하나. 신라 헌강왕 때 도현이 경상북도 문경시에 개산하였다.
희어멀끔하다,형용사,‘희멀끔하다’의 방언
희어멀뚱,품사 없음,‘희어멀뚱하다’의 어근.
희어멀뚱하다,형용사,눈빛이 생기가 없고 게슴츠레하다.
희어슭?다,형용사,‘해쓱하다’의 옛말.
희언,명사,웃음거리로 하는 실없는 말.
희언하다,형용사,‘희한하다’의 방언
희엄하다,형용사,‘희번하다’의 방언
희에기,명사,‘어루러기’의 방언
희여멀끔하다,형용사,‘희멀끔하다’의 북한어.
희여멀쑥하다,형용사,‘희멀쑥하다’의 북한어.
희연,명사,일흔 살이 되는 해에 베푸는 생일잔치.
희연하다,형용사,‘희번하다’의 방언
희열,명사,기쁨과 즐거움. 또는 기뻐하고 즐거워함.
희열감,명사,기쁘고 즐거운 감정.
희열하다,동사,기뻐하고 즐거워하다.
희염산,명사,농도가 묽은 염산. 무색투명한 액체로 소화제l 살균제 따위로 쓴다.
희엿이,부사,빛깔이 조금 흰 듯하게.
희엿하다,형용사,빛깔이 조금 흰 듯하다.
희영수,명사,다른 사람과 더불어 실없는 말이나 행동을 함.
희영수하다,동사,다른 사람과 더불어 실없는 말이나 행동을 하다.
희오,명사,놀이로 즐김.
희오하다,동사,놀이로 즐기다.
희옥도정기,명사,물에 타서 농도를 묽게 한 옥도정기.
희옵스러?다,형용사,‘희읍스름하다’의 옛말.
희왕,명사,발해의 제8대 왕(?~817). 성은 대(大). 이름은 언의(言義). 연호를 주작(朱雀)이라 고치고l 중국 당나라와 교류하여 그 문물과 제도를 받아들였다. 재위 기간은 812~817년이다.
희용,명사,멧돼지와 같이 무서움을 모르고 덤비는 용기. 또는 그런 용기를 가진 군사.
희우,명사,가뭄 끝에 내리는 반가운 비. 또는 농사철에 알맞게 내리는 반가운 비.
희우스름하다,형용사,산뜻하지 못하게 조금 희다. ⇒규범 표기는 ‘희읍스름하다’이다.
희운지악,명사,경모궁 제례의 영신(迎神)l 전폐(奠幣)l 초헌(初獻)에 연주하던 음악.
희원,명사,어떤 일을 이루거나 하기를 바람.
희원소,명사,산출량이 비교적 적은 원소를 통틀어 이르는 말. 희유기체l 희토류 원소l 백금속 원소l 우라늄 따위가 있다.
희원하다,동사,어떤 일을 이루거나 하기를 바라다.
희월,명사,음력 3월을 달리 이르는 말.
희유,명사,흔하지 아니함.
희유곡,명사,18세기 후반에 유럽l 특히 오스트리아에서 성행하였던 기악곡. 오락에 알맞도록 짜인 무도곡의 하나로l 형식은 모음곡보다 자유스러우며 비교적 짧은 악장으로 이루어진다.
희유금속,명사,산출량이 매우 적은 금속. 니켈l 코발트l 크로뮴l 망가니즈l 타이타늄 따위가 있다.
희유기체,명사,공기에 들어 있는 양이 희박한l 아르곤ㆍ헬륨ㆍ네온ㆍ크립톤ㆍ제논ㆍ라돈의 여섯 가지 기체 원소를 통틀어 이르는 말. 화학적으로 비활성이고 보통의 조건에서는 화합물을 만들지 않는다.
희유기체원소,품사 없음,공기에 들어 있는 양이 희박한l 아르곤ㆍ헬륨ㆍ네온ㆍ크립톤ㆍ크세논ㆍ라돈의 여섯 가지 기체 원소를 통틀어 이르는 말. 화학적으로 비활성이고 보통의 조건에서는 화합물을 만들지 않는다.
희유스름하다,형용사,산뜻하지 못하게 조금 희다. ⇒규범 표기는 ‘희읍스름하다’이다.
희유원소,명사,산출량이 비교적 적은 원소를 통틀어 이르는 말. 희유기체l 희토류 원소l 백금속 원소l 우라늄 따위가 있다.
희유하다,형용사,흔하지 아니하다.
희으스름하다,형용사,산뜻하지 못하게 조금 희다. ⇒규범 표기는 ‘희읍스름하다’이다.
희읍,명사,흐느끼며 욺.
희읍스레,품사 없음,‘희읍스레하다’의 어근.
희읍스레하다,형용사,산뜻하지 못하게 조금 희다.
희읍스름,품사 없음,‘희읍스름하다’의 어근.
희읍스름하다,형용사,산뜻하지 못하게 조금 희다.
희읍스름히,부사,산뜻하지 못할 정도로 조금 희게.
희읍하다,동사,흐느끼며 울다.
희이치다,동사,‘희롱하다’의 옛말.
희인,명사,삼인(三忍)의 하나. 아미타불이 대자비로 구제하여 줌을 기뻐하는 마음을 이른다.
희인산,명사,물을 섞어 농도를 묽게 한 인산.
희자,명사,갈거밋과의 하나. 몸의 길이는 1.5cm 정도이고 가늘며l 머리 뒤쪽과 가슴 가장자리는 검은 갈색l 등ㆍ가슴은 누런 갈색이다. 배는 기둥 모양이고 누런빛을 띤 백색인데 다리는 길고 가시털이 나 있다. 한국l 중국l 대만 등지에 분포한다.
희자구,명사,‘흰자위’의 방언
희자오,명사,‘흰자위’의 방언
희작,명사,까마귓과의 새. 머리에서 등까지는 검고 윤이 나며 어깨와 배는 희다. 봄에 5~6개의 알을 낳는다. 이 새가 울면 반가운 손님이 온다 하여 길조(吉鳥)로 여겨졌으나 최근에는 개체 수가 증가하여 과실나무 농가에 피해를 주기도 한다. 사람의 집 근처에 사는데 한국l 일본l 중국l 유럽 등지에 분포한다.
희작하다,동사,글 따위를 실없이 장난삼아 짓다.
희잠,명사,아무 무늬도 없는 누에.
희적시다,동사,어떤 일을 하느라고 옷을 몹시 구기거나 더럽히다. ⇒규범 표기는 ‘휘지르다’이다.
희전분호,명사,묽은 녹말풀.
희조츨?다,형용사,희고 조촐하다.
희종,명사,드물어서 매우 진귀한 물건이나 품종.
희주,명사,‘장수갈거미’의 북한어.
희주정,명사,물을 섞어 농도를 묽게 한 주정.
희죽,명사,묽게 쑨 죽.
희죽희죽,부사,활갯짓을 거볍게 하며 걷는 모양. ⇒규범 표기는 ‘헤죽헤죽’이다.
희준,명사,제례 때에 쓰는 술 항아리의 하나. 목제(木製)이며 짐승의 모양으로 만들었다.
희지다,동사,무엇에 시달려 기운이 빠지고 쇠하여지다. ⇒규범 표기는 ‘휘지다’이다.
희질산,명사,물을 타서 묽게 만든 질산. 질산 10에 물 15의 비율로 타서 만든 혼합액으로l 화학 약품의 시약으로 쓴다.
희짓다,동사,남의 일에 방해가 되게 하다.
희짜뽑다,동사,가진 것이 없으면서 짐짓 분수에 넘치게 굴다.
희천,명사,평안북도 희천군 서남쪽에 있는 읍. 군청 소재지이다. 면적은 85.12㎢.
희천군,명사,평안북도 동남부에 있는 군. 농산물ㆍ축산물ㆍ광산물 따위가 많이 나며l 명승지로 봉단 성지ㆍ초연정 따위가 있다. 군청 소재지는 희천l 면적은 2l365.9㎢.
희천 김씨,품사 없음,평안북도 희천을 본관으로 하는 우리나라 성(姓)의 하나.
희천서문동유적,품사 없음,북한 자강도 희천시 서문동에 있는 고려 시대의 유적. 기와 조각이 많이 발견되어 집터 유적으로 추정된다. 청자와 백자류ㆍ청동기류ㆍ철기류ㆍ토기류를 비롯하여 기타 목제품 따위가 발굴되었다. 유물의 전반적인 특징으로 보아 12세기 후반에서 13세기 전반의 것으로 추정된다.
희천시,명사,팔종시의 하나. 하늘에 나기를 바라며 남에게 물건을 주는 보시이다.
희첨,명사,국화과에 속하는 ‘진득찰’의 생약명. 전초를 약용하며 근육통l 간염l 해독에 효과가 있다.
희첨술,명사,진득찰이나 털진득찰을 독한 술에 담가 3~4개월 동안 밀봉하여 만든 술.
희첩,명사,정식 아내 외에 데리고 사는 여자.
희초,명사,고사릿과의 여러해살이풀. 뿌리줄기는 옆으로 짧게 자라고 검은 갈색 털이 있다. 잎은 포자엽과 영양엽이 있는데l 포자엽의 길이는 20~60cm이며 잎몸의 폭은 5mm 정도이다. 영양엽은 포자엽보다 훨씬 작고 가장자리에 톱니가 있다. 홀씨주머니무리는 뒤로 말린 우편(羽片)의 가장자리에 달린다. 바위틈이나 숲 가장자리에서 자라는데 한국의 남부l 일본 중부 이남에 분포한다. ⇒규범 표기는 ‘봉의꼬리’이다.
희초미,명사,면마과의 여러해살이풀. 잎은 겹잎이고 뿌리줄기에서 돌려난다. 말린 뿌리줄기는 ‘면마근’이라 하여 구충제로 사용한다. 산지의 습한 땅에서 자라는데 한국l 만주l 사할린l 일본 등지에 분포한다. ⇒규범 표기는 ‘관중’이다.
희초산,명사,물을 섞어 농도를 묽게 한 아세트산.
희춘원,명사,조선 시대 거문고 곡의 하나. 세종 12년(1430) 2월까지 악보는 전하나 연주법과 가사가 없는 13곡 가운데 하나이다.
희출망외,명사,기대하지 아니하던 기쁜 일이 뜻밖에 생김.
희출망외하다,동사,기대하지 아니하던 기쁜 일이 뜻밖에 생기다.
희치희치,부사,천이나 종이 따위가 군데군데 한쪽으로 쏠려 뭉치거나 미어진 모양.
희치희치하다,형용사,천이나 종이 따위가 군데군데 한쪽으로 쏠려 뭉치거나 미어진 데가 있다.
희칠희칠,부사,피륙이나 종이 따위가 군데군데 치이거나 미어진 모양. ⇒규범 표기는 ‘희치희치’이다.
희칭,명사,실없이 희롱으로 부르는 이름. 풍자의 뜻을 붙인 이름을 말한다.
희타,명사,야구에서l 타자 자신은 아웃되지만 자기편의 주자가 진루하거나 득점할 수 있게 치는 타격. 번트나 외야 플라이 따위가 있다.
희토류,명사,원자 번호 57에서 71까지 15개 원소에 스칸듐과 이트륨을 더한 17개의 원소를 통틀어 이르는 말. 화학적 성질이 비슷하여 보통의 화학 분석 조작으로는 분리하기 어렵고l 천연으로 서로 섞이어 산출되며 양이 아주 적다.
희토류광물,품사 없음,희토류 원소를 많이 함유한 광물. 모나자이트 따위가 있다.
희토류금속,품사 없음,희유금속류의 하나. 란타넘l 세륨l 이트륨 따위의 17개 금속 원소가 있으며 화학적 성질이 서로 비슷하고 같은 광물 속에 함께 들어 있어 서로 분리하기가 어려운 것이 특징이다. 금속 공업l 전기 공업l 전자 공업l 의학l 농학 등 여러 분야에서 널리 쓴다.
희토류도핑광섬유,품사 없음,희토 이온으로 도핑이 된 실리카 따위를 사용하여 만든 광섬유. 광섬유 레이저 및 광 증폭기에서 주로 사용된다.
희토류염,품사 없음,희토류 금속의 여러 가지 산염을 통틀어 이르는 말. 아세트산염l 탄산염l 염화물l 플루오린화물l 질산염l 황산염 따위가 있다.
희토류오소페라이트,품사 없음,희토류 금속 이온의 오쏘철산염. 안정된 버블 자구를 얻을 수 있는 물질이다. 철 이온의 자기 모멘트가 약간 기울어진 상태에서 서로 반평행을 이루고 있어서 자성 재료로 유용한 물질이다. 화학식은 RFeO<sub>3</sub>.
희토류오쏘페라이트,품사 없음,희토류 금속 이온의 오쏘철산염. 안정된 버블 자구를 얻을 수 있는 물질이다. 철 이온의 자기 모멘트가 약간 기울어진 상태에서 서로 반평행을 이루고 있어서 자성 재료로 유용한 물질이다. 화학식은 RFeO<sub>3</sub>.
희토류원소,품사 없음,원자 번호 57에서 71까지 15개 원소에 스칸듐과 이트륨을 더한 17개의 원소를 통틀어 이르는 말. 화학적 성질이 비슷하여 보통의 화학 분석 조작으로는 분리하기 어렵고l 천연으로 서로 섞이어 산출되며 양이 아주 적다.
희토류이온,품사 없음,스칸듐과 이트륨l 그리고 원자 번호 57번부터 71번까지의 란탄족 원소들이 이온화되어 만들어지는 이온. 원소에 따라 +2가에서 +5가의 상태를 가질 수 있으며l +3가 이온이 가장 흔하다.
희토류자석,품사 없음,희토류 원소로 만든 여러 가지 자석. 보통 자석보다 10배의 보자력을 가지며l 계산기나 통신 장치에 쓰인다.
희토류코발트자석,품사 없음,희토류 원소에 속하는 사마륨l 세륨l 프라세오디뮴 따위와 코발트의 합금으로 만든 자석. 매우 힘이 세며l 작은 스피커ㆍ픽업ㆍ테이프 레코더의 소거 헤드ㆍ통신 기기 따위에 쓰인다.
희토류합금,품사 없음,희토류 금속을 함유하는 합금.
희토류희유금속,품사 없음,희유금속류의 하나. 란타넘l 세륨l 이트륨 따위의 17개 금속 원소가 있으며 화학적 성질이 서로 비슷하고 같은 광물 속에 함께 들어 있어 서로 분리하기가 어려운 것이 특징이다. 금속 공업l 전기 공업l 전자 공업l 의학l 농학 등 여러 분야에서 널리 쓴다.
